Name,URL,Type,Location,Address,Cuisines,Cost_for_Two,Timings,Rating,Votes
"Cafe Potpourri ",https://www.zomato.com/bangalore/cafe-potpourri-jp-nagar,Café,JP Nagar,"204, 1st Cross, KSRTC Layout, 2nd Phase, JP Nagar, Bangalore","Cafe, Sandwich",₹300,"11AM to 11PM (Mon-Sun) ","3.0 ",5 votes
"Chowmein ",https://www.zomato.com/bangalore/chowmein-seshadripuram,Casual Dining,Seshadripuram,"53, Railway Parallel Road, Empire Towers,Kumarapark West, Seshadripuram, Bangalore","North Indian, Chinese, Thai, Fast Food",₹600,"11:30AM to 3:30PM, 7PM to 11PM (Mon-Sun) ","3.7 ",206 votes
"Avon Bar & Kitchen ",https://www.zomato.com/bangalore/avon-bar-kitchen-btm,Casual Dining,BTM,"5/2, Near Christ Collage, Chikka Lakshmaiah Layout, Hosur Road, Koramangala Area, BTM, Bangalore","Andhra, Chinese, North Indian",₹700,"10AM to 1AM (Mon-Sun) ","3.3 ",67 votes
"Fabelle Chocolate Boutique - ITC Windsor ",https://www.zomato.com/bangalore/fabelle-chocolate-boutique-itc-windsor-sankey-road,Dessert Parlor,ITC Windsor,"ITC Windsor, 25, Golf Course Road, ISRO Colony, Sankey Road, Bangalore","Desserts, Ice Cream, Beverages","₹1,250","11AM to 12Midnight (Mon-Sun) ","3.8 ",39 votes
"The Local - Burger Bar ",https://www.zomato.com/bangalore/the-local-burger-bar-koramangala-6th-block,"Pub,Casual Dining",Koramangala 6th Block,"467, 1st Floor, 80 Feet Road, Opposite BMTC Bus Depot, Koramangala 6th Block, Bangalore","American, Pizza, Burger","₹1,500","11AM to 12:15AM (Mon),11AM to 11:30PM, 12Midnight to... ","3.6 ",134 votes
"Ganesh Darshan ",https://www.zomato.com/bangalore/ganesh-darshan-jayanagar,Quick Bites,Jayanagar,"244, 27th Cross, 9th Main, 3rd Block, Jayanagar, Bangalore",South Indian,₹150,"7AM to 10PM (Mon-Sun) ","3.7 ",344 votes
"Volga Restaurant ",https://www.zomato.com/bangalore/volga-restaurant-electronic-city,Casual Dining,Electronic City,"Anand Reddy Layout, 2nd Phase, Electronic City, Bangalore","North Indian, Chinese, Middle Eastern",₹500,"12Noon to 4PM, 7PM to 11PM (Mon-Sun) ","3.3 ",132 votes
"Kitchen King ",https://www.zomato.com/bangalore/kitchen-king-1-nagawara,Quick Bites,Nagawara,"Vyalikaval HBCS Layout, Near JMJ Hospital, Nagawara, Bangalore","Chinese, Fast Food, Biryani, BBQ, Rolls",₹400,"11AM to 11:30PM (Mon-Sun) ","3.0 ",14 votes
"Nayi Dilli by Anand Sweets ",https://www.zomato.com/bangalore/nayi-dilli-by-anand-sweets-sarjapur-road,Casual Dining,Sarjapur Road,"Level 2, 14, Opposite Fire Station, Adjacent to Kaikondrahalli Lake, Sarjapur Road, Bangalore","North Indian, Chinese","₹1,000","12Noon to 3:30PM, 7PM to 11:30PM (Mon-Sun) ","3.5 ",52 votes
"Leon's Take Away ",https://www.zomato.com/bangalore/leons-take-away-banaswadi,Kiosk,Banaswadi,"202, 3rd A Cross, 2nd Main Road, Kasturinagar, Banaswadi, Bangalore","Chinese, North Indian, Fast Food",₹450,"Closed (Mon),11AM to 11PM (Tue-Sun) ","3.4 ",152 votes
"Cafe Petu ",https://www.zomato.com/bangalore/cafe-petu-marathahalli,Quick Bites,Marathahalli,"1st Floor, NS Complex, Kundanhalli Gate, Marathahalli, Bangalore",North Indian,₹300,"10AM to 10PM (Mon-Sun) ","3.4 ",257 votes
"Shaken & Stirred ",https://www.zomato.com/bangalore/shaken-stirred-race-course-road,"Bar,Casual Dining",Race Course Road,"33, 5th Main, Sheshadri Road, Near Ananda Rao Circle, Race Course Road, Bangalore","Continental, North Indian, Chinese","₹1,500","11AM to 1AM (Mon-Sun) ","3.5 ",30 votes
"Dakshin Cafe ",https://www.zomato.com/bangalore/dakshin-cafe-jp-nagar,Quick Bites,JP Nagar,"53/1, 3rd Main Road, Dr. Vivekananda Layout, Santrupthi Nagar, 7th Phase, JP Nagar, Bangalore",South Indian,₹200,"7AM to 12:30PM, 4PM to 9:30PM (Mon-Sun) ","3.8 ",51 votes
"Night Panda ",https://www.zomato.com/bangalore/night-panda-jeevan-bhima-nagar,,Jeevan Bhima Nagar,"Elysium, 2305, 1st Cross Road, Nanja Reddy Colony, Jeevan Bhima Nagar, Bangalore","Fast Food, North Indian, Chinese",₹500,"11AM to 11PM (Mon-Sun) ","3.2 ",12 votes
"The Runaway Chef ",https://www.zomato.com/bangalore/the-runaway-chef-nagawara,,Nagawara,"Near Manyata Tech Park, Nagawara, Bangalore","North Indian, South Indian, Continental",₹500,"11:45AM to 3:30PM, 6:30PM to 10:30PM (Mon-Sun) ","3.7 ",198 votes
"Frozen Hub ",https://www.zomato.com/bangalore/frozen-hub-banashankari,Café,Banashankari,"405, 24th Cross, 9th Main, 2nd Stage, Banashankari, Bangalore","Chinese, Cafe, Italian",₹700,"12Noon to 11PM (Mon-Sun) ","3.3 ",66 votes
"Cakesta ",https://www.zomato.com/bangalore/cakesta-itpl-main-road-whitefield-bangalore,Bakery,"Ascendas Park Square, Whitefield","Ascendas Park Square, ITPL Main Road, Whitefield","Bakery, Desserts",₹300,"10AM to 10:30PM (Mon-Sun) ","3.6 ",28 votes
"Jade ",https://www.zomato.com/bangalore/jade-brookefield,Casual Dining,Brookefield,"601, Ground Floor, 1st Main, AECS Layout, Kundanahalli, Brookefield, Bangalore","Chinese, Seafood",₹750,"12Noon to 3:30PM, 6:30PM to 11PM (Mon-Sun) ","3.3 ",581 votes
"Ta'aam ",https://www.zomato.com/bangalore/taaam-cunningham-road,Casual Dining,Cunningham Road,"19/1, Queen's Road Cross, Munniswamy Road, Near Caricon AC's, Cunningham Road, Bangalore","North Indian, Mughlai, Arabian, Chinese",₹750,"12Noon to 4PM, 7PM to 11PM (Mon-Sun) ","3.9 ",339 votes
"Andhra House ",https://www.zomato.com/bangalore/andhra-house-electronic-city,Casual Dining,Electronic City,"47/8, 4, Opposite Velankani Gate 2, Dodda Thogur, Electronic City, Bangalore","Andhra, Biryani",₹450,"12Noon to 4PM, 7PM to 11PM (Mon-Sun) ","3.3 ",221 votes
"Bake Ur Wish ",https://www.zomato.com/bangalore/bake-ur-wish-nagarbhavi,"Café,Bakery",Nagarbhavi,"462, 80 Feet Main Road, Opposite Ambedkar Institute of Technologies, Nagarbhavi, Bangalore","Cafe, Chinese, Bakery",₹500,"10AM to 10PM (Mon-Sun) ","3.6 ",53 votes
"Hasini Foods ",https://www.zomato.com/bangalore/hasini-foods-koramangala-4th-block,Quick Bites,Koramangala 4th Block,"39, Ground Floor, Paragon Prima, 8th Main, Koramangala 4th Block, Bangalore","Andhra, Chinese, North Indian",₹450,"12Noon to 4PM, 7PM to 11PM (Mon-Sun) ","NEW ",
"Bademiyan Kebabs ",https://www.zomato.com/bangalore/bademiyan-kebabs-malleshwaram,Casual Dining,"Orion Mall, Malleshwaram","3rd Floor, Orion Mall, Brigade Gateway, Dr. Rajkumar Road, Malleshwaram, Bangalore","Kebab, Hyderabadi, Biryani, Charcoal Chicken, Indian",₹600,"11AM to 10PM (Mon-Sun) ","3.4 ",20 votes
"Balaji Bombay Vada Pav Gujrati Dalebi ",https://www.zomato.com/bangalore/balaji-bombay-vada-pav-gujrati-dalebi-jp-nagar,,JP Nagar,"Shop 7, 7th Phase, Near EK Retail, JP Nagar, Bangalore",Street Food,₹200,"11AM to 11PM (Mon-Sun) ","NEW ",
"New Prashanth Hotel ",https://www.zomato.com/bangalore/new-prashanth-hotel-jp-nagar,Quick Bites,JP Nagar,"92, 1st Floor, DSN Plaza, 1st Main Road, 7th Phase, JP Nagar, Bangalore","Andhra, North Indian",₹500,"Closed (Mon),12Noon to 4PM, 7PM to 11PM (Tue-Sun) ","3.3 ",43 votes
"Oh So Stoned! ",https://www.zomato.com/bangalore/oh-so-stoned-malleshwaram,Food Court,"Orion Mall, Malleshwaram","Foodcourt, Orion Mall, Malleshwaram, Bangalore","Beverages, Desserts",₹250,"10:30AM to 11PM (Mon-Sun) ","3.9 ",85 votes
"SLV Corner Restaurant ",https://www.zomato.com/bangalore/slv-corner-restaurant-basavanagudi,Casual Dining,Basavanagudi,"42, Vani Vilas Road, Ramakrishna Ashrama Circle, Basavanagudi, Bangalore","North Indian, Chinese, South Indian",₹550,"8AM to 10:30PM (Mon-Sun) ","3.7 ",262 votes
"Chill ",https://www.zomato.com/bangalore/chill-whitefield,Casual Dining,Radha Hometel,"136/137, EPIP Industrial Area, Whitefield, Bangalore","North Indian, Chinese, Continental",₹800,"11AM to 11PM (Mon-Sun) ","3.3 ",24 votes
"New Green Leaf Restaurant ",https://www.zomato.com/bangalore/new-green-leaf-restaurant-electronic-city,Casual Dining,Electronic City,"270, 2nd Cross Road, Neeladri Nagar, Electronics City Phase 1, Electronic City,","Kerala, North Indian, Chinese, South Indian",₹600,"7AM to 11:30PM (Mon-Sat),9AM to 11:30PM (Sun) ","3.4 ",36 votes
"Wok N Roll ",https://www.zomato.com/bangalore/wok-n-roll-nagawara,Quick Bites,Nagawara,"93, Opposite Elements Mall, Nagawara, Bangalore",Chinese,₹300,"12Noon to 11:30PM (Mon-Sun) ","3.2 ",16 votes
"Hyderabad Darbar ",https://www.zomato.com/bangalore/hyderabad-darbar-electronic-city,Casual Dining,Electronic City,"10, Shanthipura Road, Beside HDFC Bank, Phase 2, Electronic City, Bangalore","North Indian, South Indian",₹600,"12Noon to 11:30PM (Mon-Sun) ","NEW ",
"The C@fe ",https://www.zomato.com/bangalore/the-cfe-kanakapura-road,Casual Dining,Kanakapura Road,"Unit 100, Ground Floor, Samvit, Near Udaypura Bus Stop, Udaypura, Kanakapura Road, Bangalore","North Indian, Chinese, Fast Food",₹600,"11AM to 11PM (Mon-Sun) ","NEW ",
"EDM ",https://www.zomato.com/bangalore/edm-indiranagar-bangalore,"Club,Café",Indiranagar,"765, 3rd Floor, HAL 2nd Stage, 100 Feet Road, Indiranagar, Bangalore","Finger Food, Cafe","₹1,000","10AM to 1AM (Mon-Sun) ","NEW ",
"La Casa ",https://www.zomato.com/bangalore/la-casa-1-jayanagar,Casual Dining,Jayanagar,"774, 33rd Cross, 10th Main, 4th Block, Jayanagar, Bangalore","Continental, Italian, Chinese, North Indian, Steak",₹800,"11AM to 11PM (Mon-Sun) ","2.7 ",495 votes
"Froststicks ",https://www.zomato.com/bangalore/froststicks-malleshwaram,Dessert Parlor,"Orion Mall, Malleshwaram","Brigade Gateway, 26/1 Dr. Rajkumar Road, Malleshwaram West, Malleshwaram, Bangalore","Desserts, Ice Cream",₹150,"12Noon to 11PM (Mon-Sun) ","3.6 ",16 votes
"Sri Krishna Delight ",https://www.zomato.com/bangalore/sri-krishna-delight-2-btm-bangalore,Quick Bites,BTM,"Arshiya Lake View Residency, Mahadeshwara Nagar, Stage 2, BTM","North Indian, South Indian",₹250,"8AM to 9PM (Mon-Sun) ","NEW ",
"The Original Bistro ",https://www.zomato.com/bangalore/the-original-bistro-jp-nagar,Casual Dining,JP Nagar,"296, 100 ft Ring Road, Opposite HP Petrol Station, 5th Phase, JP Nagar, Bangalore","Italian, Beverages",₹600,"12Noon to 11PM (Mon-Sun) ","3.7 ",106 votes
"New Govind Rao Military Hotel ",https://www.zomato.com/bangalore/new-govind-rao-military-hotel-majestic,Quick Bites,Majestic,"7, Cottonpet Main Road, Oppoiste Sudha Lodge, Majestic, Bangalore",South Indian,₹350,"Closed (Mon, Sat), 6AM to 3:30PM, 7PM to 11PM (Tue... ","3.4 ",14 votes
"Uppu Munchi ",https://www.zomato.com/bangalore/uppu-munchi-yeshwantpur,Casual Dining,Yeshwantpur,"1A/35/1, Opposite RNS Motors,Tumkur Road, Yeshwantpur, Bangalore","Mangalorean, Seafood, Kerala, South Indian",₹900,"12:30PM to 3:30PM, 6:30PM to 11PM (Mon-Sun) ","3.7 ",416 votes
"Bread Crumbs Bakery ",https://www.zomato.com/bangalore/bread-crumbs-bakery-bannerghatta-road,Bakery,Bannerghatta Road,"989, Ambika Corner, DC Road, Off Bannerghatta Road, Bilekahalli, Bannerghatta Road, Bangalore",Bakery,₹250,"7AM to 10PM (Mon-Sun) ","3.6 ",96 votes
"Fabindia Cafe ",https://www.zomato.com/bangalore/fabindia-cafe-koramangala-2nd-block,Café,Koramangala 2nd Block,"54, 17th Main Road, Fabindia Store, 2nd Block, Koramangala 2nd Block, Bangalore","Cafe, Street Food",₹200,"10:30AM to 8PM (Mon-Sun) ","4.0 ",181 votes
"BG's Poolside Bar & Grill ",https://www.zomato.com/bangalore/bgs-poolside-bar-grill-bellandur,"Casual Dining,Bar",Courtyard & Fairfield by Marriott,"Courtyard & Fairfield by Marriott, Outer Ring Road, Bellandur, Bangalore","Mediterranean, Italian, Mexican","₹1,600","5PM to 12:45AM (Mon, Tue, Wed, Thu, Sat), 3PM to... ","3.7 ",56 votes
"Udupi Sri Krishna Bhavan ",https://www.zomato.com/bangalore/udupi-sri-krishna-bhavan-basavanagudi,Quick Bites,Basavanagudi,"115/116, 1st Floor, Gandhibazaar, Basavanagudi, Bangalore",South Indian,₹250,"7:30AM to 8:30PM (Mon, Wed, Thu, Fri, Sat, Sun)... ","3.8 ",187 votes
"Soul Treat ",https://www.zomato.com/soultreat,Bakery,Sarjapur Road,"28/29, Maruthi Nagar, Kaikondrahalli, Sarjapur Road, Bangalore","Bakery, Desserts, Healthy Food",₹750,"11AM to 9PM (Mon-Sun) ","4.0 ",205 votes
"Calicut Restaurant ",https://www.zomato.com/bangalore/calicut-restaurant-yeshwantpur,Casual Dining,Yeshwantpur,"2/1, 1st Cross, 14th Main, MSR Road, Mathikere, Yeshwantpur, Bangalore","South Indian, North Indian",₹450,"8AM to 11PM (Mon-Sun) ","3.4 ",69 votes
"Cafe Zone ",https://www.zomato.com/bangalore/cafe-zone-kumaraswamy-layout,Quick Bites,Kumaraswamy Layout,"2nd Cross, JHBCS Layout, Kumaraswamy Layout, Bangalore","Fast Food, Chinese, Rolls",₹300,"8:30AM to 10:30PM (Mon-Sun) ","3.1 ",12 votes
"Strona ",https://www.zomato.com/bangalore/strona-yeshwantpur,Bar,"Hotel Marks Grandeur ","2nd Floor, Hotel Marks Grandeur, 6/1, Tumkur Road, Next to RNS Motors, Yeshwantpur, Bangalore",Finger Food,"₹1,200","12Noon to 11:30PM (Mon-Sun) ","NEW ",
"Aalishan Restaurant & Caterer ",https://www.zomato.com/bangalore/aalishan-restaurant-caterer-koramangala-7th-block,Casual Dining,Koramangala 7th Block,"158, Near Sai Baba Temple Road, 1st Main, 7th Block, Koramangala 7th Block, Bangalore","North Indian, Mughlai",₹650,"12Noon to 11PM (Mon-Sun) ","3.3 ",780 votes
"Casablanka ",https://www.zomato.com/bangalore/casablanka-banashankari,Café,Banashankari,"97, 21st Main, Near BDA Complex, 2nd Stage, Banashankari, Bangalore","Cafe, Continental, Steak, Italian",₹550,"11:30AM to 10:30PM (Mon-Sun) ","3.6 ",486 votes
"Northam's Pizza.Pita ",https://www.zomato.com/bangalore/northams-pizza-pita-hsr,Quick Bites,HSR,"778, 22nd Main, 22nd Cross, Club Road, HSR, Bangalore","Italian, Pizza",₹450,"11AM to 4PM, 6PM to 10PM (Mon, Wed, Thu), Closed... ","3.8 ",586 votes
"Waffle Walle ",https://www.zomato.com/bangalore/waffle-walle-bannerghatta-road,Kiosk,"Royal Meenakshi Mall, Bannerghatta Road","Royal Meenakshi Mall, Bannerghatta Road, Bangalore",Desserts,₹400,"11AM to 10PM (Mon-Sun) ","4.2 ",604 votes
"Punjabi Corner ",https://www.zomato.com/bangalore/punjabi-corner-bannerghatta-road,Quick Bites,Bannerghatta Road,"13/11, 1A, BVN Building, Arekere Main Road, Bannerghatta Road, Bangalore","North Indian, Chinese",₹250,"11:30AM to 3:40PM, 6PM to 10:45PM (Mon),11:30AM to... ","3.4 ",31 votes
"Timepass Dinner ",https://www.zomato.com/bangalore/timepass-dinner-basavanagudi,Casual Dining,Basavanagudi,"37, 5-1, 4th Floor, Bosco Court, Gandhi Bazaar Main Road, Basavanagudi, Bangalore",North Indian,₹600,"12Noon to 3:30PM, 7PM to 10:30PM (Mon-Sun) ","3.2 ",151 votes
"Dilli Darbar ",https://www.zomato.com/bangalore/dilli-darbar-whitefield,Casual Dining,Whitefield,"Food Court, SJRI, Tech Park, Opposite Satya Sai Hospital, Whitefield, Bangalore","North Indian, Chinese, Biryani",₹500,"12Noon to 3:30PM, 7PM to 12Midnight (Mon-Thu),12Noon... ","3.5 ",99 votes
"Pure Andhra Style Reddy's Restaurant ",https://www.zomato.com/bangalore/pure-andhra-style-reddys-restaurant-hsr,Casual Dining,HSR,"1131, 17th Cross, 7th Sector, Near Vasan Eye Clinic, HSR, Bangalore",Andhra,₹500,"11AM to 11PM (Mon-Sun) ","3.3 ",109 votes
"Shanthi Sagar ",https://www.zomato.com/bangalore/shanthi-sagar-jp-nagar,Casual Dining,JP Nagar,"77/1, 24th Main, 2nd Phase, JP Nagar, Bangalore","South Indian, North Indian, Chinese",₹400,"7AM to 10:30PM (Mon-Sun) ","2.8 ",44 votes
"Cake Cafe ",https://www.zomato.com/bangalore/cake-cafe-hsr,"Bakery,Dessert Parlor",HSR,"Shop 70, Garden Layout Road, Sector 2, HSR, Bangalore","Bakery, Desserts",₹250,"10:30AM to 10PM (Mon-Sun) ","3.7 ",88 votes
"Chatora ",https://www.zomato.com/bangalore/chatora-marathahalli,Quick Bites,Marathahalli,"Saibaba Temple Road, Munekkolala, Marathahalli, Bangalore","North Indian, Fast Food, Street Food",₹250,"9AM to 10:30PM (Mon-Sun) ","3.4 ",32 votes
"Habanero ",https://www.zomato.com/bangalore/habanero-itpl-main-road-whitefield,Casual Dining,"Ascendas Park Square, Whitefield","Third Floor, Ascendas Park Square Mall, Pattandur Agrahara, Whitefield, ITPL Main Road, Whitefield","Mexican, Burger, Desserts, Tex-Mex","₹1,000","12Noon to 3:30PM, 6:30PM to 11PM (Mon-Sun) ","3.2 ",16 votes
"Kannur Food Point ",https://www.zomato.com/bangalore/kannur-food-point-btm,Quick Bites,BTM,"6/21, 10th Cross, 1st Main, Venkateshwara Layout, SG Palya","North Indian, Chinese",₹200,"8AM to 10:30PM (Mon-Sun) ","3.4 ",43 votes
"Pooja Dosa Camp ",https://www.zomato.com/bangalore/pooja-dosa-camp-banaswadi,Quick Bites,Banaswadi,"10, 9th Main Road, Chairman's Layout, Banaswadi, Bangalore",South Indian,₹200,"7:30AM to 11:45AM, 5:30PM to 10PM (Mon-Sun) ","3.7 ",78 votes
"Cafe Fattoush ",https://www.zomato.com/bangalore/cafe-fattoush-bannerghatta-road,Café,Bannerghatta Road,"128/54/10, Ground Floor, Opposite IIM - B, Dasarapalya, Bannerghatta Road, Bangalore","Cafe, Lebanese",₹500,"12Noon to 11PM (Mon-Sun) ","3.6 ",66 votes
"Sitara Veg Restaurant ",https://www.zomato.com/bangalore/sitara-veg-restaurant-electronic-city,Quick Bites,Electronic City,"Hotel Goyal Residency, 17-C, 1st Phase, Electronic City, Bangalore","South Indian, North Indian, Chinese",₹300,"7:30AM to 10:30PM (Mon-Sun) ","3.2 ",44 votes
"Disco Sandwich ",https://www.zomato.com/bangalore/disco-sandwich-jayanagar,Kiosk,Jayanagar,"High Street Mall, 4th Block, Jayanagar, Bangalore","Fast Food, Sandwich",₹300,"11AM to 11PM (Mon-Sun) ","3.4 ",15 votes
"China On My Plate ",https://www.zomato.com/bangalore/china-on-my-plate-whitefield,Casual Dining,Whitefield,"95, Opposite Vydehi Hospital, EPIP Area, Whitefield, Bangalore",Chinese,₹800,"12Noon to 10:30PM (Mon-Sun) ","3.0 ",8 votes
"Craveman ",https://www.zomato.com/bangalore/craveman-whitefield,,Whitefield,"5, First Main Road, ITI Employess Housing Colony, A Narayanapura, Mahadevapura, Whitefield, Bangalore",Pizza,₹400,"1PM to 2AM (Mon-Sun) ","3.1 ",9 votes
"Dilli Dil Se.. ",https://www.zomato.com/bangalore/dilli-dil-se-3-nagawara,Casual Dining,Nagawara,"535, 8th Cross Road, MS Ramaiah North City, Manayata Tech Park, Nagawara, Bangalore",North Indian,₹500,"9AM to 10PM (Mon-Fri),11:30AM to 10PM (Sat),Closed... ","3.3 ",22 votes
"Punjabi Tandoor ",https://www.zomato.com/bangalore/punjabi-tandoor-kaggadasapura,Casual Dining,Kaggadasapura,"737/1, Kohinoor Square, Malleshpalya Main Road, New Thippasandra Post, Kaggadasapura, Bangalore","North Indian, Chinese",₹500,"11AM to 11PM (Mon-Sun) ","3.4 ",69 votes
"Mighty Paws ",https://www.zomato.com/bangalore/mighty-paws-sarjapur-road,Café,Sarjapur Road,"533, 2nd Main, KPCL Layout, Kasavanahalli, Sarjapur Road, Bangalore",Cafe,₹500,"10AM to 10PM (Mon-Fri),8:30AM to 10PM (Sat-Sun) ","3.7 ",82 votes
"Punjabi Daawat ",https://www.zomato.com/bangalore/punjabi-daawat-btm,Quick Bites,BTM,"934, Near to Udupi Garden Signal, 16th Main Road, Second Stage, BTM, Bangalore",North Indian,₹550,"11AM to 11PM (Mon-Sun) ","2.7 ",90 votes
"Bengaluru House ",https://www.zomato.com/bangalore/bengaluru-house-jeevan-bhima-nagar,Casual Dining,Jeevan Bhima Nagar,"1, Jeevan Bhima Nagar Main Road, HAL 3rd Stage, Jeevan Bhima Nagar, Bangalore",South Indian,₹500,"10AM to 10PM (Mon-Sun) ","3.3 ",26 votes
"Biryani Day ",https://www.zomato.com/bangalore/biryani-day-marathahalli,Casual Dining,Marathahalli,"389/2, 7th Cross, Jayammamuni Reddy Building, Tulsi Theatre Road, Marathahalli, Bangalore","North Indian, Chinese, Biryani, Andhra",₹500,"11:30AM to 11:30PM (Mon-Sun) ","2.5 ",70 votes
"The Biryani Story ",https://www.zomato.com/bangalore/the-biryani-story-btm,Casual Dining,BTM,"746, 7th Cross, 13th Main, BTM, Bangalore","Biryani, North Indian",₹600,"12Noon to 12Midnight (Mon-Sun) ","NEW ",
"KA 12 - Flavour Of Coorg ",https://www.zomato.com/bangalore/ka-12-flavour-of-coorg-new-bel-road,Casual Dining,New BEL Road,"1, Ramachandra Pura Main Road, C Ramaiah Layout, Vidyaranyapura, Bangalore",South Indian,₹500,"Closed (Mon),12:30PM to 4PM, 7PM to 10:30PM... ","3.7 ",38 votes
"Man With a Pan ",https://www.zomato.com/bangalore/man-with-a-pan-rajarajeshwari-nagar,Quick Bites,Rajarajeshwari Nagar,"843, Pandit Jawaharlal Nehru Road, BEML Layout, 3 rd Stage, Rajarajeshwari Nagar, Bangalore","Street Food, North Indian",₹300,"8AM to 11AM, 4PM to 10:30PM (Mon-Sun) ","3.6 ",69 votes
"Jain's Thatte Idli ",https://www.zomato.com/bangalore/jains-thatte-idli-yelahanka,Quick Bites,Yelahanka,"208, SFS, Mother Dairy Cross, Near HDFC ATM, New Town, Yelahanka, Bangalore",South Indian,₹150,"6AM to 12:30PM, 4PM to 11PM (Mon-Sun) ","3.2 ",37 votes
"Sreeraj Lassi Bar ",https://www.zomato.com/bangalore/sreeraj-lassi-bar-rt-nagar-bangalore,"Dessert Parlor,Beverage Shop",RT Nagar,"20/1, Opposite MLA Layout, Rahmath Nagar, RT Nagar, Bangalore",Beverages,₹150,"10:30AM to 11PM (Mon-Sun) ","NEW ",
"Biryani Pot ",https://www.zomato.com/bangalore/biryani-pot-btm,Casual Dining,BTM,"18, 4th Main, 14th Cross, 4th Link Road, Maruthi Nagar, Madiwala, BTM, Bangalore",Biryani,₹500,"11:30AM to 3AM (Mon, Tue, Wed, Thu, Sun), 11:30AM to... ","3.4 ",500 votes
